Room, startTime, endTime , days, capacity
STC 152, 03:55 pm, 05:10 pm, TR,20
REYN 141, 08:00 am, 09:15 am, TR,100
STC 152, 08:00 am, 09:15 am, TR,20
SRPH3 111, 11:30 am, 12:20 pm, MWF,45
SRPH3 111, 03:00 pm, 03:50 pm, MWF,25
SRPH3 111, 12:40 pm, 01:30 pm, MWF,45
STC 153, 12:40 pm, 01:30 pm, MWF,20
SRPH3 111, 09:10 am, 10:00 am, MWF,45
SRPH3 111, 08:00 am, 08:50 am, MWF,0
SRPH3 107, 09:35 am, 10:50 am, TR,20
SRPH3 111, 04:10 pm, 05:00 pm, W,0
SRPH3 109, 05:30 pm, 08:30 pm, T,58
ALKEK 1114F, 08:00 am, 06:00 pm, SU,0
HPEB LL44, 09:00 am, 12:00 pm, R,85
SRPH3 108, 05:30 pm, 08:30 pm, R,34
ALKEK 1114F, 08:00 am, 06:00 pm, SU,20
SRPH3 110, 01:00 pm, 04:00 pm, M,58
SRPH3 109, 05:30 pm, 08:30 pm, R,58
ALKEK 1114F, 08:00 am, 06:00 pm, SU,10
SRPH3 109, 05:30 pm, 08:30 pm, M,58
SRPH3 109, 05:30 pm, 08:30 pm, W,58
SRPH3 110, 09:00 am, 12:00 pm, T,58
SRPH3 108, 01:00 pm, 04:00 pm, T,58
SRPH3 107, 01:00 pm, 04:00 pm, W,35
REYN 141, 02:00 pm, 05:00 pm, M,58
SPHADM 369E, 09:00 am, 12:00 pm, T,10
MPHY 204, 03:00 pm, 03:50 pm, M,156
MPHY 204, 03:00 pm, 03:50 pm, W,0
MPHY 205, 04:10 pm, 05:25 pm, MW,5
MPHY 205, 04:10 pm, 05:25 pm, MW,24
MPHY 203, 09:10 am, 10:00 am, MWF,22
MPHY 203, 08:00 am, 08:50 am, T,22
MPHY 203, 09:00 am, 10:50 am, T,22
MPHY 203, 07:00 pm, 08:30 pm, R,22
MPHY 203, 09:10 am, 10:00 am, MWF,0
MPHY 203, 10:20 am, 11:10 am, F,0
MPHY 203, 11:20 am, 01:10 pm, F,0
MPHY 203, 07:00 pm, 08:30 pm, R,0
MPHY 203, 11:10 am, 12:00 pm, T,22
MPHY 203, 12:10 pm, 02:00 pm, T,22
MPHY 203, 12:40 pm, 01:30 pm, W,22
MPHY 203, 01:40 pm, 03:30 pm, W,22
MPHY 203, 04:55 pm, 05:45 pm, R,22
MPHY 203, 05:55 pm, 07:45 pm, R,22
MPHY 203, 08:00 am, 08:50 am, MWF,0
MPHY 203, 11:30 am, 12:20 pm, M,0
MPHY 203, 12:30 pm, 02:20 pm, M,0
MPHY 203, 12:40 pm, 01:30 pm, M,0
MPHY 203, 01:40 pm, 03:30 pm, M,0
MPHY 203, 09:35 am, 10:25 am, T,0
MPHY 203, 10:35 am, 12:25 pm, T,0
MPHY 203, 03:00 pm, 03:50 pm, W,0
MPHY 203, 04:00 pm, 05:50 pm, W,0
MPHY 203, 04:10 pm, 05:00 pm, W,0
MPHY 203, 05:10 pm, 07:00 pm, W,0
MPHY 203, 01:50 pm, 02:40 pm, MWF,0
MPHY 203, 03:00 pm, 03:50 pm, M,0
MPHY 203, 04:00 pm, 05:50 pm, M,0
MPHY 203, 01:50 pm, 02:40 pm, MWF,22
MPHY 203, 02:20 pm, 03:10 pm, T,22
MPHY 203, 03:20 pm, 05:10 pm, T,22
MPHY 203, 04:55 pm, 05:45 pm, T,22
MPHY 203, 05:55 pm, 07:45 pm, T,22
MPHY 203, 10:20 am, 11:10 am, W,22
MPHY 203, 11:20 am, 01:10 pm, W,22
MPHY 203, 09:35 am, 10:25 am, R,22
MPHY 203, 10:35 am, 12:25 pm, R,22
MPHY 332, 09:10 am, 10:00 am, M,22
MPHY 332, 10:10 am, 12:00 pm, M,22
MPHY 332, 09:35 am, 10:50 am, TR,22
MPHY 332, 07:00 pm, 08:30 pm, R,22
MPHY 332, 01:50 pm, 02:40 pm, M,0
MPHY 332, 02:50 pm, 04:40 pm, M,0
MPHY 332, 09:35 am, 10:50 am, TR,0
MPHY 332, 07:00 pm, 08:30 pm, R,0
MPHY 203, 09:35 am, 10:50 am, TR,22
MPHY 203, 12:45 pm, 01:35 pm, T,22
MPHY 203, 01:45 pm, 03:35 pm, T,22
MPHY 203, 05:55 pm, 06:45 pm, T,22
MPHY 203, 06:55 pm, 08:45 pm, T,22
MPHY 203, 11:30 am, 12:20 pm, W,22
MPHY 203, 12:30 pm, 02:20 pm, W,22
MPHY 332, 04:10 pm, 05:00 pm, M,22
MPHY 332, 05:10 pm, 07:00 pm, M,22
MPHY 332, 11:10 am, 12:25 pm, TR,22
MPHY 203, 11:10 am, 12:25 pm, TR,22
MPHY 203, 03:55 pm, 04:45 pm, T,22
MPHY 203, 04:55 pm, 06:45 pm, T,22
MPHY 203, 09:10 am, 10:00 am, W,22
MPHY 203, 10:10 am, 12:00 pm, W,22
MPHY 203, 01:50 pm, 02:40 pm, W,22
MPHY 203, 02:50 pm, 04:40 pm, W,22
MPHY 203, 12:45 pm, 01:35 pm, R,22
MPHY 203, 01:45 pm, 03:35 pm, R,22
MPHY 203, 11:10 am, 12:25 pm, TR,0
MPHY 203, 09:10 am, 10:00 am, F,0
MPHY 203, 10:10 am, 12:00 pm, F,0
MPHY 203, 05:10 pm, 06:00 pm, M,22
MPHY 203, 06:10 pm, 08:00 pm, M,22
MPHY 203, 11:10 am, 12:00 pm, R,0
MPHY 203, 12:10 pm, 02:00 pm, R,0
MPHY 203, 02:20 pm, 03:10 pm, R,22
MPHY 203, 03:20 pm, 05:10 pm, R,22
MPHY 203, 03:55 pm, 04:45 pm, R,22
MPHY 203, 04:55 pm, 06:45 pm, R,22
MPHY 204, 09:10 am, 10:00 am, MWF,20
MPHY 204, 10:20 am, 11:10 am, M,20
MPHY 204, 11:20 am, 01:10 pm, M,20
MPHY 204, 09:10 am, 10:00 am, MWF,22
MPHY 204, 01:50 pm, 02:40 pm, M,22
MPHY 204, 02:50 pm, 04:40 pm, M,22
MPHY 204, 09:35 am, 10:25 am, T,20
MPHY 204, 10:35 am, 12:25 pm, T,20
MPHY 204, 03:55 pm, 04:45 pm, T,22
MPHY 204, 04:55 pm, 06:45 pm, T,22
MPHY 204, 12:40 pm, 01:30 pm, W,22
MPHY 204, 01:40 pm, 03:30 pm, W,22
MPHY 204, 12:45 pm, 01:35 pm, R,22
MPHY 204, 01:45 pm, 03:35 pm, R,22
MPHY 205, 12:40 pm, 01:30 pm, MWF,0
MPHY 205, 05:10 pm, 06:00 pm, M,0
MPHY 205, 06:10 pm, 08:00 pm, M,0
MPHY 205, 07:30 pm, 09:30 pm, M,0
MPHY 205, 09:35 am, 10:25 am, T,0
MPHY 205, 10:35 am, 12:25 pm, T,0
MPHY 205, 05:55 pm, 06:45 pm, T,0
MPHY 205, 06:55 pm, 08:45 pm, T,0
MPHY 205, 09:10 am, 10:00 am, W,0
MPHY 205, 10:10 am, 12:00 pm, W,0
MPHY 205, 01:50 pm, 02:40 pm, W,0
MPHY 205, 02:50 pm, 04:40 pm, W,0
MPHY 334, 09:10 am, 10:00 am, M,20
MPHY 334, 10:10 am, 12:00 pm, M,20
MPHY 334, 09:35 am, 10:50 am, TR,20
MPHY 334, 07:30 pm, 09:30 pm, M,20
MPHY 334, 01:50 pm, 02:40 pm, M,0
MPHY 334, 02:50 pm, 04:40 pm, M,0
MPHY 334, 09:35 am, 10:50 am, TR,0
MPHY 334, 07:30 pm, 09:30 pm, M,0
MPHY 205, 09:35 am, 10:50 am, TR,20
MPHY 205, 11:10 am, 12:00 pm, T,20
MPHY 205, 12:10 pm, 02:00 pm, T,20
MPHY 205, 07:30 pm, 09:30 pm, M,20
MPHY 205, 12:45 pm, 01:35 pm, T,20
MPHY 205, 01:45 pm, 03:35 pm, T,20
MPHY 205, 04:10 pm, 05:00 pm, W,20
MPHY 205, 05:10 pm, 07:00 pm, W,20
MPHY 205, 09:10 am, 10:00 am, MWF,20
MPHY 205, 10:20 am, 11:10 am, M,20
MPHY 205, 11:20 am, 01:10 pm, M,20
MPHY 205, 03:00 pm, 03:50 pm, M,20
MPHY 205, 04:00 pm, 05:50 pm, M,20
MPHY 205, 08:00 am, 08:50 am, T,20
MPHY 205, 09:00 am, 10:50 am, T,20
MPHY 205, 09:10 am, 10:00 am, MWF,0
MPHY 205, 03:55 pm, 04:45 pm, T,0
MPHY 205, 04:55 pm, 06:45 pm, T,0
MPHY 205, 11:30 am, 12:20 pm, W,20
MPHY 205, 12:30 pm, 02:20 pm, W,20
MPHY 334, 04:10 pm, 05:00 pm, M,20
MPHY 334, 05:10 pm, 07:00 pm, M,20
MPHY 334, 11:10 am, 12:25 pm, TR,20
MPHY 205, 11:10 am, 12:25 pm, TR,20
MPHY 205, 02:20 pm, 03:10 pm, T,20
MPHY 205, 03:20 pm, 05:10 pm, T,20
MPHY 205, 10:20 am, 11:10 am, W,20
MPHY 205, 11:20 am, 01:10 pm, W,20
MPHY 205, 11:10 am, 12:25 pm, TR,0
MPHY 205, 03:00 pm, 03:50 pm, W,0
MPHY 205, 04:00 pm, 05:50 pm, W,0
MPHY 205, 12:45 pm, 01:35 pm, R,20
MPHY 205, 01:45 pm, 03:35 pm, R,20
MPHY 204, 04:10 pm, 05:25 pm, MW,20
MPHY 204, 12:40 pm, 01:30 pm, M,20
MPHY 204, 01:40 pm, 03:30 pm, M,20
MPHY 204, 07:30 pm, 09:30 pm, M,20
MPHY 204, 04:55 pm, 05:45 pm, T,20
MPHY 204, 05:55 pm, 07:45 pm, T,20
MPHY 204, 05:10 pm, 06:00 pm, W,20
MPHY 204, 06:10 pm, 08:00 pm, W,20
MPHY 204, 09:35 am, 10:25 am, R,20
MPHY 204, 10:35 am, 12:25 pm, R,20
MPHY 204, 04:10 pm, 05:25 pm, MW,0
MPHY 204, 02:20 pm, 03:10 pm, R,0
MPHY 204, 03:20 pm, 05:10 pm, R,0
MPHY 204, 07:30 pm, 09:30 pm, M,0
MPHY 204, 09:10 am, 10:00 am, F,20
MPHY 204, 10:10 am, 12:00 pm, F,20
MPHY 205, 04:55 pm, 05:45 pm, R,0
MPHY 205, 05:55 pm, 07:45 pm, R,0
MPHY 205, 09:35 am, 10:50 am, TR,10
MPHY 205, 03:55 pm, 04:45 pm, R,10
MPHY 205, 04:55 pm, 06:45 pm, R,10
MPHY 205, 07:30 pm, 09:30 pm, M,10
MPHY 205, 11:10 am, 12:00 pm, R,20
MPHY 205, 12:10 pm, 02:00 pm, R,20
MPHY 205, 10:20 am, 11:10 am, F,20
MPHY 205, 11:20 am, 01:10 pm, F,20
MPHY 213, 02:20 pm, 03:35 pm, TR,20
MPHY 213, 03:55 pm, 04:45 pm, T,20
MPHY 213, 04:55 pm, 06:45 pm, T,20
MPHY 213, 07:30 pm, 09:30 pm, W,20
MPHY 213, 07:30 pm, 09:30 pm, F,20
MPHY 213, 10:20 am, 11:10 am, W,20
MPHY 213, 11:20 am, 01:10 pm, W,20
MPHY 335, 04:10 pm, 05:00 pm, M,0
MPHY 335, 05:10 pm, 07:00 pm, M,0
MPHY 335, 02:20 pm, 03:35 pm, TR,0
MPHY 335, 07:00 pm, 09:00 pm, T,0
MPHY 335, 07:00 pm, 09:00 pm, R,0
MPHY 205, 02:20 pm, 03:35 pm, TR,11
MPHY 205, 11:10 am, 12:00 pm, T,11
MPHY 205, 12:10 pm, 02:00 pm, T,11
MPHY 205, 07:00 pm, 09:00 pm, T,11
MPHY 205, 07:00 pm, 09:00 pm, R,11
MPHY 205, 12:40 pm, 01:30 pm, W,11
MPHY 205, 01:40 pm, 03:30 pm, W,11
MPHY 205, 11:10 am, 12:00 pm, R,11
MPHY 205, 12:10 pm, 02:00 pm, R,11
MPHY 205, 05:45 pm, 07:00 pm, MW,11
MPHY 205, 10:20 am, 11:10 am, M,11
MPHY 205, 11:20 am, 01:10 pm, M,11
MPHY 205, 12:40 pm, 01:30 pm, M,11
MPHY 205, 01:40 pm, 03:30 pm, M,11
MPHY 205, 09:35 am, 10:25 am, T,11
MPHY 205, 10:35 am, 12:25 pm, T,11
MPHY 205, 05:45 pm, 07:00 pm, MW,0
MPHY 205, 07:00 pm, 09:00 pm, T,0
MPHY 205, 07:00 pm, 09:00 pm, R,0
MPHY 205, 11:30 am, 12:20 pm, W,11
MPHY 205, 12:30 pm, 02:20 pm, W,11
MPHY 205, 01:50 pm, 02:40 pm, MWF,18
MPHY 205, 09:10 am, 10:00 am, M,18
MPHY 205, 10:10 am, 12:00 pm, M,18
MPHY 205, 07:00 pm, 09:00 pm, T,18
MPHY 205, 07:00 pm, 09:00 pm, R,18
MPHY 205, 03:00 pm, 03:50 pm, M,18
MPHY 205, 04:00 pm, 05:50 pm, M,18
MPHY 205, 12:45 pm, 01:35 pm, T,18
MPHY 205, 01:45 pm, 03:35 pm, T,18
MPHY 205, 10:20 am, 11:10 am, W,18
MPHY 205, 11:20 am, 01:10 pm, W,18
MPHY 205, 01:50 pm, 02:40 pm, MWF,0
MPHY 205, 04:10 pm, 05:00 pm, W,0
MPHY 205, 05:10 pm, 07:00 pm, W,0
MPHY 336, 09:10 am, 10:00 am, M,0
MPHY 336, 10:10 am, 12:00 pm, M,0
MPHY 336, 05:30 pm, 06:45 pm, TR,0
MPHY 336, 07:30 pm, 09:30 pm, W,0
MPHY 336, 07:30 pm, 09:30 pm, F,0
MPHY 336, 03:00 pm, 03:50 pm, M,0
MPHY 336, 04:00 pm, 05:50 pm, M,0
MPHY 203, 05:30 pm, 06:45 pm, TR,0
MPHY 203, 12:45 pm, 01:35 pm, T,0
MPHY 203, 01:45 pm, 03:35 pm, T,0
MPHY 203, 07:30 pm, 09:30 pm, W,0
MPHY 203, 07:30 pm, 09:30 pm, F,0
MPHY 203, 08:00 am, 08:50 am, W,0
MPHY 203, 09:00 am, 10:50 am, W,0
MPHY 203, 05:10 pm, 06:00 pm, W,0
MPHY 203, 06:10 pm, 08:00 pm, W,0
MPHY 337, 09:10 am, 10:00 am, M,11
MPHY 337, 10:10 am, 12:00 pm, M,11
MPHY 337, 12:45 pm, 02:00 pm, TR,11
MPHY 337, 07:30 pm, 09:30 pm, W,11
MPHY 337, 07:30 pm, 09:30 pm, F,11
MPHY 336, 10:20 am, 11:10 am, M,11
MPHY 336, 11:20 am, 01:10 pm, M,11
MPHY 336, 12:45 pm, 02:00 pm, TR,11
MPHY 336, 07:30 pm, 09:30 pm, W,11
MPHY 336, 07:30 pm, 09:30 pm, F,11
MPHY 205, 12:45 pm, 02:00 pm, TR,11
MPHY 205, 08:00 am, 08:50 am, W,11
MPHY 205, 09:00 am, 10:50 am, W,11
MPHY 205, 07:30 pm, 09:30 pm, W,11
MPHY 205, 07:30 pm, 09:30 pm, F,11
MPHY 205, 03:00 pm, 03:50 pm, W,11
MPHY 205, 04:00 pm, 05:50 pm, W,11
MPHY 204, 05:45 pm, 07:00 pm, MW,24
MPHY 204, 01:50 pm, 02:40 pm, M,24
MPHY 204, 02:50 pm, 04:40 pm, M,24
MPHY 204, 07:30 pm, 09:30 pm, W,24
MPHY 204, 07:30 pm, 09:30 pm, F,24
MPHY 204, 05:45 pm, 07:00 pm, MW,11
MPHY 204, 12:45 pm, 01:35 pm, T,11
MPHY 204, 01:45 pm, 03:35 pm, T,11
MPHY 204, 07:30 pm, 09:30 pm, W,11
MPHY 204, 07:30 pm, 09:30 pm, F,11
MPHY 204, 12:40 pm, 01:30 pm, W,11
MPHY 204, 01:40 pm, 03:30 pm, W,11
MPHY 204, 11:10 am, 12:00 pm, R,11
MPHY 204, 12:10 pm, 02:00 pm, R,11
MPHY 204, 04:55 pm, 05:45 pm, R,11
MPHY 204, 05:55 pm, 07:45 pm, R,11
MPHY 204, 10:20 am, 11:10 am, MWF,11
MPHY 204, 11:30 am, 12:20 pm, M,11
MPHY 204, 12:30 pm, 02:20 pm, M,11
MPHY 204, 07:00 pm, 09:00 pm, T,11
MPHY 204, 07:00 pm, 09:00 pm, R,11
MPHY 204, 08:00 am, 08:50 am, T,11
MPHY 204, 09:00 am, 10:50 am, T,11
MPHY 204, 04:55 pm, 05:45 pm, T,11
MPHY 204, 05:55 pm, 07:45 pm, T,11
MPHY 204, 10:20 am, 11:10 am, MWF,0
MPHY 204, 04:00 pm, 05:50 pm, W,0
MPHY 204, 07:00 pm, 09:00 pm, T,0
MPHY 204, 07:00 pm, 09:00 pm, R,0
MPHY 337, 11:30 am, 12:20 pm, M,24
MPHY 337, 12:30 pm, 02:20 pm, M,24
MPHY 337, 02:20 pm, 03:35 pm, TR,24
MPHY 337, 07:30 pm, 09:30 pm, W,24
MPHY 337, 07:30 pm, 09:30 pm, F,24
MPHY 337, 04:10 pm, 05:00 pm, M,11
MPHY 337, 05:10 pm, 07:00 pm, M,11
MPHY 337, 02:20 pm, 03:35 pm, TR,11
MPHY 204, 02:20 pm, 03:35 pm, TR,11
MPHY 204, 09:35 am, 10:25 am, T,11
MPHY 204, 10:35 am, 12:25 pm, T,11
MPHY 204, 05:55 pm, 06:45 pm, T,11
MPHY 204, 06:55 pm, 08:45 pm, T,11
MPHY 204, 01:50 pm, 02:40 pm, W,11
MPHY 204, 02:50 pm, 04:40 pm, W,11
MPHY 335, 01:50 pm, 02:40 pm, M,11
MPHY 335, 02:50 pm, 04:40 pm, M,11
MPHY 335, 12:45 pm, 02:00 pm, TR,11
MPHY 335, 07:00 pm, 09:00 pm, T,11
MPHY 335, 07:00 pm, 09:00 pm, R,11
MPHY 204, 12:45 pm, 02:00 pm, TR,0
MPHY 204, 05:55 pm, 06:45 pm, T,0
MPHY 204, 06:55 pm, 08:45 pm, T,0
MPHY 204, 12:45 pm, 02:00 pm, TR,11
MPHY 204, 09:10 am, 10:00 am, W,11
MPHY 204, 10:10 am, 12:00 pm, W,11
MPHY 204, 09:35 am, 10:25 am, R,11
MPHY 204, 10:35 am, 12:25 pm, R,11
MPHY 203, 04:10 pm, 05:25 pm, MW,11
MPHY 203, 12:40 pm, 01:30 pm, M,11
MPHY 203, 01:40 pm, 03:30 pm, M,11
MPHY 203, 07:30 pm, 09:30 pm, W,11
MPHY 203, 07:30 pm, 09:30 pm, F,11
MPHY 203, 04:10 pm, 05:25 pm, MW,0
MPHY 203, 03:55 pm, 04:45 pm, T,0
MPHY 203, 04:55 pm, 06:45 pm, T,0
MPHY 203, 10:20 am, 11:10 am, W,11
MPHY 203, 11:20 am, 01:10 pm, W,11
MPHY 203, 02:20 pm, 03:10 pm, R,11
MPHY 203, 03:20 pm, 05:10 pm, R,11
MPHY 203, 03:55 pm, 04:45 pm, R,11
MPHY 203, 04:55 pm, 06:45 pm, R,11
MPHY 204, 11:30 am, 12:20 pm, MWF,0
MPHY 204, 04:10 pm, 05:00 pm, M,0
MPHY 204, 05:10 pm, 07:00 pm, M,0
MPHY 204, 07:30 pm, 09:30 pm, W,0
MPHY 204, 07:30 pm, 09:30 pm, F,0
MPHY 204, 11:30 am, 12:20 pm, MWF,18
MPHY 204, 08:00 am, 08:50 am, T,18
MPHY 204, 09:00 am, 10:50 am, T,18
MPHY 204, 07:30 pm, 09:30 pm, W,18
MPHY 204, 07:30 pm, 09:30 pm, F,18
MPHY 204, 02:20 pm, 03:10 pm, T,18
MPHY 204, 03:20 pm, 05:10 pm, T,18
MPHY 204, 04:10 pm, 05:00 pm, W,18
MPHY 204, 05:10 pm, 07:00 pm, W,18
MPHY 203, 10:20 am, 11:10 am, MWF,11
MPHY 203, 11:30 am, 12:20 pm, M,11
MPHY 203, 12:30 pm, 02:20 pm, M,11
MPHY 203, 05:10 pm, 06:00 pm, M,11
MPHY 203, 06:10 pm, 08:00 pm, M,11
MPHY 203, 11:10 am, 12:00 pm, T,11
MPHY 203, 12:10 pm, 02:00 pm, T,11
MPHY 203, 10:20 am, 11:10 am, MWF,0
MPHY 203, 05:55 pm, 06:45 pm, T,0
MPHY 203, 06:55 pm, 08:45 pm, T,0
MPHY 203, 12:40 pm, 01:30 pm, W,11
MPHY 203, 01:40 pm, 03:30 pm, W,11
MPHY 205, 05:10 pm, 06:00 pm, W,11
MPHY 205, 06:10 pm, 08:00 pm, W,11
MPHY 205, 03:55 pm, 04:45 pm, R,11
MPHY 205, 04:55 pm, 06:45 pm, R,11
MPHY 205, 09:10 am, 10:00 am, F,11
MPHY 205, 10:10 am, 12:00 pm, F,11
MPHY 205, 02:20 pm, 03:10 pm, T,18
MPHY 205, 03:20 pm, 05:10 pm, T,18
MPHY 203, 08:00 am, 08:50 am, R,0
MPHY 203, 09:00 am, 10:50 am, R,0
MPHY 205, 12:45 pm, 02:00 pm, TR,0
MPHY 205, 02:20 pm, 03:10 pm, R,0
MPHY 205, 03:20 pm, 05:10 pm, R,0
MPHY 205, 07:30 pm, 09:30 pm, W,0
MPHY 205, 07:30 pm, 09:30 pm, F,0
MPHY 204, 05:45 pm, 07:00 pm, MW,0
MPHY 204, 09:10 am, 10:00 am, F,0
MPHY 204, 10:10 am, 12:00 pm, F,0
MPHY 204, 10:20 am, 11:10 am, MWF,24
MPHY 204, 08:00 am, 08:50 am, R,24
MPHY 204, 09:00 am, 10:50 am, R,24
MPHY 204, 07:00 pm, 09:00 pm, T,24
MPHY 204, 07:00 pm, 09:00 pm, R,24
MPHY 204, 12:45 pm, 01:35 pm, R,11
MPHY 204, 01:45 pm, 03:35 pm, R,11
MPHY 204, 02:20 pm, 03:35 pm, TR,0
MPHY 204, 04:55 pm, 05:45 pm, R,0
MPHY 204, 05:55 pm, 07:45 pm, R,0
MPHY 204, 10:20 am, 11:10 am, F,11
MPHY 204, 11:20 am, 01:10 pm, F,11
MPHY 203, 10:20 am, 11:10 am, F,11
MPHY 203, 11:20 am, 01:10 pm, F,11
MPHY 204, 11:10 am, 12:00 pm, R,18
MPHY 204, 12:10 pm, 02:00 pm, R,18
MPHY 204, 05:55 pm, 06:45 pm, R,18
MPHY 204, 06:55 pm, 08:45 pm, R,18
MPHY 203, 09:35 am, 10:25 am, R,11
MPHY 203, 10:35 am, 12:25 pm, R,11
MPHY 204, 12:40 pm, 01:30 pm, MWF,18
MPHY 204, 01:50 pm, 02:40 pm, M,18
MPHY 204, 02:50 pm, 04:40 pm, M,18
MPHY 204, 09:35 am, 10:25 am, T,18
MPHY 204, 10:35 am, 12:25 pm, T,18
MPHY 204, 09:10 am, 10:00 am, W,18
MPHY 204, 10:10 am, 12:00 pm, W,18
MPHY 204, 12:40 pm, 01:30 pm, MWF,0
MPHY 204, 05:10 pm, 06:00 pm, W,0
MPHY 204, 06:10 pm, 08:00 pm, W,0
MPHY 204, 12:45 pm, 01:35 pm, R,18
MPHY 204, 01:45 pm, 03:35 pm, R,18
MPHY 204, 09:10 am, 10:00 am, F,18
MPHY 204, 10:10 am, 12:00 pm, F,18
MPHY 205, 05:30 pm, 06:45 pm, TR,0
MPHY 203, 08:00 am, 09:15 am, TR,0
MPHY 107, 02:20 pm, 03:35 pm, TR,28
MPHY 203, 12:45 pm, 02:00 pm, TR,156
MPHY 203, 05:45 pm, 07:00 pm, MW,156
MPHY 213, 10:20 am, 11:10 am, MWF,48
MPHY 213, 04:00 pm, 06:00 pm, F,48
MPHY 213, 11:30 am, 12:20 pm, MWF,48
MPHY 213, 07:15 pm, 09:15 pm, R,48
MPHY 213, 07:15 pm, 09:15 pm, M,48
MPHY 213, 11:10 am, 12:25 pm, TR,48
MPHY 109, 09:35 am, 10:50 am, TR,28
MPHY 109, 11:30 am, 12:20 pm, W,28
MPHY 107, 11:10 am, 12:25 pm, TR,28
MPHY 107, 07:00 pm, 09:00 pm, R,28
MPHY 109, 09:10 am, 10:00 am, MWF,28
MPHY 213, 12:40 pm, 01:30 pm, M,0
MPHY 213, 01:40 pm, 03:30 pm, M,0
MPHY 213, 12:40 pm, 03:30 pm, W,0
MPHY 213, 12:40 pm, 01:30 pm, M,12
MPHY 213, 01:50 pm, 03:50 pm, M,12
MPHY 213, 02:20 pm, 05:10 pm, T,12
MPHY 213, 01:50 pm, 03:50 pm, W,12
MPHY 213, 02:20 pm, 05:10 pm, R,12
MPHY 109, 12:45 pm, 02:00 pm, TR,28
MPHY 109, 10:20 am, 11:10 am, MWF,28
MPHY 213, 05:45 pm, 07:00 pm, MW,48
MPHY 107, 12:40 pm, 01:30 pm, MWF,28
MPHY 107, 07:15 pm, 10:00 pm, R,28
MPHY 107, 07:15 pm, 10:00 pm, M,28
MPHY 213, 09:10 am, 10:00 am, MWF,48
MPHY 109, 12:40 pm, 01:30 pm, MWF,28
MPHY 107, 05:45 pm, 07:00 pm, MW,0
MPHY 109, 05:30 pm, 06:45 pm, TR,28
MPHY 109, 05:45 pm, 07:00 pm, MW,28
MPHY 107, 05:30 pm, 06:45 pm, TR,28
MPHY 107, 09:35 am, 10:50 am, TR,10
MPHY 107, 11:30 am, 12:20 pm, MWF,28
MPHY 109, 01:50 pm, 02:40 pm, MWF,28
ENPH 106, 02:20 pm, 05:10 pm, T,0
MPHY 213, 03:55 pm, 04:45 pm, TR,0
MPHY 107, 12:45 pm, 02:00 pm, TR,0
MPHY 109, 04:10 pm, 05:25 pm, MW,28
MPHY 109, 02:20 pm, 03:35 pm, TR,28
MPHY 107, 04:10 pm, 05:25 pm, MW,28
MPHY 107, 10:20 am, 11:10 am, MWF,28
MPHY 109, 11:10 am, 12:25 pm, TR,28
ARCA 348, 05:30 pm, 06:45 pm, TR,35
ARCA 348, 03:55 pm, 05:10 pm, TR,35
ARCA 348, 05:45 pm, 06:35 pm, MW,17
ARCA 348, 06:36 pm, 07:50 pm, MW,17
BLOC 104, 09:10 am, 10:00 am, MWF,15
ARCA 348, 12:45 pm, 02:00 pm, TR,15
ARCA 348, 02:00 pm, 03:15 pm, TR,15
ARCC 205, 04:10 pm, 05:25 pm, MW,0
ARCA 302, 03:00 pm, 04:15 pm, MW,10
ARCA 302, 03:55 pm, 06:25 pm, R,15
ARCA 348, 09:10 am, 10:00 am, M,35
ARCA 348, 10:00 am, 11:05 am, M,35
ARCA 348, 09:10 am, 11:05 am, W,35
ARCA 348, 09:10 am, 11:10 am, F,35
ARCC 207, 11:10 am, 12:25 pm, TR,35
ARCC 205, 09:35 am, 10:50 am, TR,30
ARCA 302, 11:30 am, 12:20 pm, MW,0
ARCA 302, 12:21 pm, 01:40 pm, MW,0
ARCA 303, 12:45 pm, 02:00 pm, TR,15
HFSB 102, 09:35 am, 10:50 am, TR,94
PETR 224, 12:40 pm, 02:40 pm, M,21
PETR 224, 12:45 pm, 02:45 pm, T,22
PETR 224, 12:40 pm, 02:40 pm, W,22
PETR 224, 12:45 pm, 02:45 pm, R,22
PETR 224, 09:35 am, 10:50 am, TR,24
HFSB 102, 09:35 am, 10:50 am, TR,0
EDCT 616, 10:20 am, 11:35 am, MW,15
PETR 224, 09:10 am, 12:00 pm, W,10
PETR 308, 11:10 am, 12:00 pm, TR,13
PETR 224, 09:35 am, 10:50 am, TR,1
PETR 113, 04:10 pm, 05:00 pm, W,16
ALLN 1003, 08:45 am, 10:00 am, TR,20
BLOC 102, 11:30 am, 12:20 pm, MWF,157
BLOC 102, 12:40 pm, 01:30 pm, MWF,157
BLOC 102, 01:50 pm, 02:40 pm, MWF,157
BLOC 102, 04:10 pm, 05:25 pm, MW,157
BLOC 102, 05:45 pm, 07:00 pm, MW,157
BLOC 102, 09:35 am, 10:50 am, TR,157
BLOC 102, 11:10 am, 12:25 pm, TR,157
BLOC 102, 12:45 pm, 02:00 pm, TR,157
BLOC 102, 02:20 pm, 03:35 pm, TR,157
CHEM 100, 08:00 am, 09:15 am, TR,157
ALLN 1003, 08:35 am, 09:25 am, MWF,20
BLOC 102, 08:00 am, 08:50 am, MWF,166
BLOC 102, 09:10 am, 10:00 am, MWF,166
BLOC 102, 10:20 am, 11:10 am, MWF,166
CHEM 100, 12:45 pm, 02:00 pm, TR,189
